,Price,Bedrooms,Bathrooms,Area,,,Type,Construction,Parking,Heating,HOA,Price_SQFT,Principal_Interest,Mortgage,Tax,Insurance,School,Ranking
67,7000000,4,5,3200,"235 W 75th St #312, New York, NY 10023",https://www.zillow.com/homedetails/235-W-75th-St-312-New-York-NY-10023/219666756_zpid/,SingleFamily,2018,0 spaces,No Data,"$4,152 monthly","$2,188 ","$23,731/mo",$0/mo,"$5,133/mo","$2,450/mo","-Ps 87 William Sherman,-Special Music School,","1.0,0.9,"
68,619000,3,2,NA,"20 Norwood Ave, Brooklyn, NY 11208",https://www.zillow.com/homedetails/20-Norwood-Ave-Brooklyn-NY-11208/30636790_zpid/,Condo,1940,None,Forced Air,0.04 Acres,,"$2,111/mo",$0/mo,$335/mo,$217/mo,"-Ps 108 Sal Abbracciamento,-Is 171 Abraham Lincoln,-Transit Tech Career and Technical Education High School,","0.9,0.5,0.2,"
69,799000,3,3,NA,"63-55A Douglaston Pkwy #42, Little Neck, NY 11362",https://www.zillow.com/homedetails/63-55A-Douglaston-Pkwy-42-Little-Neck-NY-11362/2073755419_zpid/,Condo,1950,"Attached, Driveway","Natural Gas, Forced Air",$426 monthly,,"$2,724/mo",$0/mo,$559/mo,$280/mo,"-Ps 221 The North Hills School,-Jhs 67 Louis Pasteur,-Benjamin N Cardozo High School,","0.9,0.9,0.5,"
70,799000,2,2,1000,"721 Flushing Ave #4A, Brooklyn, NY 11206",https://www.zillow.com/homedetails/721-Flushing-Ave-4A-Brooklyn-NY-11206/89073050_zpid/,Condo,2006,0 spaces,No Data,$583 monthly,$799 ,"$2,724/mo",$0/mo,$433/mo,$280/mo,"-Ps 380 John Wayne Elementary School,-Young Women's Leadership School of Brooklyn,-Brooklyn Latin School,","0.7,0.4,0.9,"
71,2500000,1,1,1274,"18 E 12th St APT 4C, New York, NY 10003",https://www.zillow.com/homedetails/18-E-12th-St-APT-4C-New-York-NY-10003/2073756440_zpid/,Cooperative,1910,0 spaces,No Data,"$1,826 monthly","$1,962 ","$8,475/mo",$0/mo,"$1,833/mo",$875/mo,"-P.S. 41 Greenwich Village,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
72,395000,1,1,800,"205 E 63rd St APT 4E, New York, NY 10065",https://www.zillow.com/homedetails/205-E-63rd-St-APT-4E-New-York-NY-10065/79503740_zpid/,Condo,1963,Covered,No Data,"$2,715 monthly",$494 ,"$1,435/mo",$0/mo,$290/mo,$138/mo,"-East Side Elementary School, PS 267,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
73,3995000,2,2,1778,"1 Great Jones St #2A, New York, NY 10012",https://www.zillow.com/homedetails/1-Great-Jones-St-2A-New-York-NY-10012/2073756305_zpid/,SingleFamily,2017,0 spaces,No Data,"$2,499 monthly","$2,247 ","$13,544/mo",$0/mo,"$2,930/mo","$1,398/mo","-Ps 3 Charrette School,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.6,0.3,0.9,"
74,650000,4,3,3242,"113-01 201st St, Saint Albans, NY 11412",https://www.zillow.com/homedetails/113-01-201st-St-Saint-Albans-NY-11412/2077641842_zpid/,Condo,1925,"Private, Detached",Natural Gas,0.07 Acres,$200 ,"$2,216/mo",$0/mo,$455/mo,$228/mo,,
75,578000,1,2,934,"150-31 12th Ave #110, Whitestone, NY 11357",https://www.zillow.com/homedetails/150-31-12th-Ave-110-Whitestone-NY-11357/2080378974_zpid/,Condo,2006,0 spaces,Natural Gas,$550 monthly,$619 ,"$1,971/mo",$0/mo,$405/mo,$202/mo,"-Ps 193 Alfred J Kennedy,-Jhs 194 William Carr,-Flushing High School,","0.9,0.7,0.2,"
76,439000,2,2,1750,"181 Jules Dr, Staten Island, NY 10314",https://www.zillow.com/homedetails/181-Jules-Dr-Staten-Island-NY-10314/32305845_zpid/,SingleFamily,1950,"No Garage, Off Street, On Street","Hot Water, Steam, Natural Gas",$292 ,,"$1,595/mo",$0/mo,$318/mo,$154/mo,"-Staten Island School Of Civic Leadership,-Port Richmond High School,","0.7,0.2,"
77,550000,2,2,1000,"8942 207th St, Jamaica, NY 11427",https://www.zillow.com/homedetails/8942-207th-St-Jamaica-NY-11427/32147630_zpid/,Condo,1925,"Private Drive, Parking Area","Natural Gas, Other","2,400 sqft",$550 ,"$1,999/mo",$0/mo,$385/mo,$193/mo,"-The Bellaire School,-Pathways College Preparatory School  A College Board School,","0.6,0.3,"
78,489900,3,2,1573,"30 Eagan Ave, Staten Island, NY 10312",https://www.zillow.com/homedetails/30-Eagan-Ave-Staten-Island-NY-10312/32364278_zpid/,Cooperative,1992,"No Garage, Off Street","Forced Air, Natural Gas",$323 ,,"$1,780/mo",$0/mo,$355/mo,$171/mo,"-Ps 55 Henry M Boehm,-Is 7 Elias Bernstein,-Tottenville High School,","0.5,0.9,0.5,"
79,235000,2,1,710,"202-35 Foothill Ave APT A46, Hollis, NY 11423",https://www.zillow.com/homedetails/202-35-Foothill-Ave-APT-A46-Hollis-NY-11423/79730921_zpid/,Cooperative,1954,"Garage, Public Parking, On Street, Waitlist","Natural Gas, Hot Water",$791 monthly,$331 ,$917/mo,$0/mo,$165/mo,$82/mo,"-The Bellaire School,-Jean Nuzzi Intermediate School,-Cambria Heights Academy,","0.6,0.5,0.4,"
80,308000,1,1,900,"84-51 Beverly Rd APT 2P, Kew Gardens, NY 11415",https://www.zillow.com/homedetails/84-51-Beverly-Rd-APT-2P-Kew-Gardens-NY-11415/72650348_zpid/,Cooperative,1941,0 spaces,Oil,"$1,046 monthly",$342 ,"$1,119/mo",$0/mo,$216/mo,$108/mo,"-Ps 99 Kew Gardens,-Jhs 190 Russell Sage,-Hillcrest High School,","0.9,0.7,0.4,"
81,420000,1,2,1131,"26910 Grand Central Pkwy APT 16S, Floral Park, NY 11005",https://www.zillow.com/homedetails/26910-Grand-Central-Pkwy-APT-16S-Floral-Park-NY-11005/245466600_zpid/,SingleFamily,1975,"Assigned, Garage","Natural Gas, Forced Air","$1,707 monthly",$371 ,"$1,526/mo",$0/mo,$294/mo,$147/mo,"-Ps 186 Castlewood,-Irwin Altman Middle School 172,-Martin Van Buren High School,","0.8,0.8,0.3,"
82,649900,3,3,1316,"64 Bache Ave, Staten Island, NY 10306",https://www.zillow.com/homedetails/64-Bache-Ave-Staten-Island-NY-10306/32330823_zpid/,Cooperative,1982,"No Garage, Off Street","Hot Water, Natural Gas","2,000 sqft",$494 ,"$2,216/mo",$0/mo,$471/mo,$227/mo,"-Ps 41 New Dorp,-Is 2 George L Egbert,-New Dorp High School,","0.7,0.4,0.4,"
83,2210000,3,2,NA,"170 2nd Ave #5CD, New York, NY 10003",https://www.zillow.com/homedetails/170-2nd-Ave-5CD-New-York-NY-10003/2073757450_zpid/,Cooperative,1928,0 spaces,No Data,"$4,808 monthly",,"$7,492/mo",$0/mo,"$1,621/mo",$774/mo,"-Ps 15 Roberto Clemente,-East Side Community School,","0.9,0.6,"
84,1650000,2,2,NA,"363 E 76th St #15HJ, New York, NY 10021",https://www.zillow.com/homedetails/363-E-76th-St-15HJ-New-York-NY-10021/2073757451_zpid/,Cooperative,1963,0 spaces,No Data,"$3,231 monthly",,"$5,594/mo",$0/mo,"$1,210/mo",$578/mo,"-P.S. 158 Baylard Taylor,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.8,0.3,0.9,"
85,1650000,2,2,NA,"11 Riverside Dr APT 2SW, New York, NY 10023",https://www.zillow.com/homedetails/11-Riverside-Dr-APT-2SW-New-York-NY-10023/121148971_zpid/,Cooperative,1950,0 spaces,No Data,"$2,223 monthly",,"$5,594/mo",$0/mo,"$1,210/mo",$578/mo,"-Special Music School,","0.9,"
86,839000,1,1,900,"82 Irving Pl APT 5D, New York, NY 10003",https://www.zillow.com/homedetails/82-Irving-Pl-APT-5D-New-York-NY-10003/72516967_zpid/,Condo,1950,0 spaces,No Data,"$1,617 monthly",$932 ,"$2,861/mo",$0/mo,$615/mo,$294/mo,,
87,599000,2,1,850,"1240 Bedford Ave APT 1G, Brooklyn, NY 11216",https://www.zillow.com/homedetails/1240-Bedford-Ave-APT-1G-Brooklyn-NY-11216/63054633_zpid/,Condo,2003,On Street,No Data,$617 monthly,$705 ,"$2,042/mo",$0/mo,$324/mo,$210/mo,"-Ps 3 The Bedford Village,-Urban Assembly Unison School (The),-Bedford Academy High School,","0.3,0.4,0.9,"
88,485000,1,1,770,"15272 Melbourne Ave APT 3J, Flushing, NY 11367",https://www.zillow.com/homedetails/15272-Melbourne-Ave-APT-3J-Flushing-NY-11367/32066653_zpid/,MultiFamily,1963,0 spaces,"Natural Gas, Steam",$412 monthly,$630 ,"$1,763/mo",$0/mo,$340/mo,$170/mo,"-Ps 201 The Discovery School For Inquiry And Resear,-I.S. 250 the Robert F Kennedy Community Middle School,-John Bowne High School,","0.7,0.7,0.3,"
89,869999,6,4,2500,"Hoe Ave, Bronx, NY 10459",https://www.zillow.com/homedetails/1310-Hoe-Ave-Bronx-NY-10459/55540991_zpid/,MultiFamily,1999,Driveway,"Natural Gas, Baseboard",$348 ,,,,,,"-Fairmont Neighborhood School,-Ps 214,-Fannie Lou Hamer Freedom High School,","0.2,0.4,0.1,"
90,1599000,11,3,4056,"620 E 26th St, Brooklyn, NY 11210",https://www.zillow.com/homedetails/620-E-26th-St-Brooklyn-NY-11210/30670192_zpid/,Cooperative,1925,"Garage, Garage - Detached, Off-street, On-street, Covered","Other, Oil",$464 ,,"$5,421/mo",$0/mo,$866/mo,$560/mo,"-School Of Science And Technology,-Jhs 78 Roy H Mann,-Midwood High School,","0.4,0.5,0.6,"
91,835000,1,1,600,"77 7th Ave APT 5L, New York, NY 10011",https://www.zillow.com/homedetails/77-7th-Ave-APT-5L-New-York-NY-10011/79496045_zpid/,Cooperative,1963,Covered,No Data,$920 monthly,"$1,392 ",,,,,"-Ps 11 William T Harris,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.7,0.3,0.9,"
92,359999,1,1,750,"4 Bogardus Pl APT 1B, New York, NY 10040",https://www.zillow.com/homedetails/4-Bogardus-Pl-APT-1B-New-York-NY-10040/72535985_zpid/,Condo,1920,0 spaces,No Data,$658 monthly,$480 ,"$1,308/mo",$0/mo,$264/mo,$126/mo,"-Ps 152 Dyckman Valley,-Is 218 Salome Urena,-City College Academy Of The Arts,","0.3,0.4,0.7,"
93,949000,1,1,707,"415 E 37th St APT 8B, New York, NY 10016",https://www.zillow.com/homedetails/415-E-37th-St-APT-8B-New-York-NY-10016/143111442_zpid/,Condo,1989,0 spaces,No Data,$825 monthly,"$1,342 ","$3,236/mo",$0/mo,$696/mo,$332/mo,"-River School (The),-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","0.9,0.3,0.9,"
94,1400000,2,2,841,"62 Rivington St APT 3A, New York, NY 10002",https://www.zillow.com/homedetails/62-Rivington-St-APT-3A-New-York-NY-10002/69509942_zpid/,Condo,2003,0 spaces,No Data,$419 monthly,"$1,665 ","$4,746/mo",$0/mo,"$1,027/mo",$490/mo,"-Ps 20 Anna Silver,-School For Global Leaders,-Henry Street School For International Studies,","0.7,0.5,0.4,"
95,850000,3,1,950,"865 United Nations Plz APT 5D, New York, NY 10017",https://www.zillow.com/homedetails/865-United-Nations-Plz-APT-5D-New-York-NY-10017/83932309_zpid/,Cooperative,1930,0 spaces,Forced air,$834 monthly,$895 ,"$2,898/mo",$0/mo,$623/mo,$298/mo,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
96,675000,1,1,NA,"245 E 54th St APT 17D, New York, NY 10022",https://www.zillow.com/homedetails/245-E-54th-St-APT-17D-New-York-NY-10022/119907774_zpid/,MultiFamily,1977,0 spaces,No Data,"$1,580 monthly",,,,,,,
97,749000,5,4,3143,"1812 Trafalgar Pl, Bronx, NY 10460",https://www.zillow.com/homedetails/1812-Trafalgar-Pl-Bronx-NY-10460/68311642_zpid/,Cooperative,2002,"Attached, Driveway","Natural Gas, Forced Air, See Remarks",$238 ,,"$2,554/mo",$0/mo,$593/mo,$262/mo,"-Ps 67 Mohegan School,-East Bronx Academy For The Future,","0.4,0.5,"
98,1895000,3,2,2000,"300 E 54th St #20KL, New York, NY 10022",https://www.zillow.com/homedetails/300-E-54th-St-20KL-New-York-NY-10022/72525741_zpid/,Condo,1977,Covered,No Data,"$4,157 monthly",$948 ,"$6,424/mo",$0/mo,"$1,390/mo",$663/mo,"-Ps 59 Beekman Hill International,-Life Sciences Secondary School,-Nyc Lab High School For Collaborative Studies,","1.0,0.3,0.9,"
99,285900,1,1,649,"2 Elmwood Park Dr APT 610, Staten Island, NY 10314",https://www.zillow.com/homedetails/2-Elmwood-Park-Dr-APT-610-Staten-Island-NY-10314/32315737_zpid/,Cooperative,1983,"No Garage, Off Street, On Street","Hot Water, Natural Gas",$328 monthly,$441 ,"$1,039/mo",$0/mo,$207/mo,$100/mo,"-Space Shuttle Columbia School,-Is 72 Rocco Laurie,-Port Richmond High School,","0.7,0.7,0.2,"
100,230000,1,1,NA,"47-28 215th Pl #2D, Bayside, NY 11361",https://www.zillow.com/homedetails/47-28-215th-Pl-2D-Bayside-NY-11361/112337511_zpid/,Cooperative,1950,Waitlist,Hot Water,$769 monthly,,$898/mo,$0/mo,$161/mo,$81/mo,"-Ps 203 Oakland Gardens,-Ms 158 Marie Curie,-Benjamin N Cardozo High School,","1.0,0.7,0.5,"
101,359000,2,1,880,"2626 Homecrest Ave FLOOR 2-2W, Brooklyn, NY 11235",https://www.zillow.com/homedetails/2626-Homecrest-Ave-FLOOR-2-2W-Brooklyn-NY-11235/2073766223_zpid/,SingleFamily,1961,Covered,No Data,$408 ,,"$1,305/mo",$0/mo,$194/mo,$126/mo,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,","0.9,0.4,"
102,300000,2,1,624,"4 Baltic St, Staten Island, NY 10304",https://www.zillow.com/homedetails/4-Baltic-St-Staten-Island-NY-10304/32284335_zpid/,Condo,1930,"No Garage, Off Street","Hot Water, Natural Gas","5,250 sqft",$481 ,"$1,090/mo",$0/mo,$217/mo,$105/mo,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,","0.2,0.5,0.3,"
103,798800,3,2,1270,"7506 16th Ave APT 2A, Brooklyn, NY 11214",https://www.zillow.com/homedetails/7506-16th-Ave-APT-2A-Brooklyn-NY-11214/82782895_zpid/,MultiFamily,2006,"No Garage, Assigned","Hot Water, Natural Gas",$297 monthly,$629 ,"$2,724/mo",$0/mo,$433/mo,$280/mo,"-Ps 112 Lefferts Park,-Jhs 227 Edward B Shallow,-New Utrecht High School,","0.9,0.7,0.4,"
104,899999,8,5,3189,"1231 E 224th St, Bronx, NY 10466",https://www.zillow.com/homedetails/1231-E-224th-St-Bronx-NY-10466/79725787_zpid/,Condo,2006,"Attached, Driveway","Natural Gas, Baseboard",$282 ,,"$3,069/mo",$0/mo,$712/mo,$315/mo,"-Ps 111 Seton Falls,-Baychester Middle School,-Harry S Truman High School,","0.4,0.4,0.3,"
105,369000,2,1,748,"30 Filipe Ln #A, Staten Island, NY 10308",https://www.zillow.com/homedetails/30-Filipe-Ln-A-Staten-Island-NY-10308/2081655910_zpid/,SingleFamily,1987,"No Garage, Assigned, On Street","Forced Air, Natural Gas, Fireplace(s)",$350 monthly,$493 ,"$1,341/mo",$0/mo,$268/mo,$129/mo,"-Ps 8 Shirlee Solomon,-Is 24 Myra S Barnes,-New Dorp High School,","0.7,0.6,0.4,"
106,722500,3,3,1500,"19 Virginia Pl, Staten Island, NY 10314",https://www.zillow.com/homedetails/19-Virginia-Pl-Staten-Island-NY-10314/32281537_zpid/,Cooperative,1925,"Detached, Garage, Off Street, Garage Door Opener","Hot Water, Natural Gas","3,966 sqft",$669 ,"$2,463/mo",$0/mo,$524/mo,$253/mo,"-Ps 30 Westerleigh,-Is 51 Edwin Markham,-Susan E Wagner High School,","0.7,0.4,0.4,"
107,360000,1,1,758,"440 Neptune Ave APT 18A, Brooklyn, NY 11224",https://www.zillow.com/homedetails/440-Neptune-Ave-APT-18A-Brooklyn-NY-11224/245034690_zpid/,MultiFamily,1964,"Parking Area, Other",Baseboard,$475 ,,"$1,308/mo",$0/mo,$195/mo,$126/mo,"-Ps 100 The Coney Island School,-Is 303 Herbert S Eisenberg,-Abraham Lincoln High School,","0.8,0.6,0.4,"
108,969000,5,2,NA,"6705 64th St, Flushing, NY 11385",https://www.zillow.com/homedetails/6705-64th-St-Flushing-NY-11385/32013242_zpid/,MultiFamily,1930,"Private, Detached","Oil, Forced Air",,,"$3,285/mo",$0/mo,$678/mo,$339/mo,"-I.S. 119 the Glendale,-Grover Cleveland H.S.,","0.8,0.3,"
109,1399888,5,3,1920,"2049 W 5th St, Brooklyn, NY 11223",https://www.zillow.com/homedetails/2049-W-5th-St-Brooklyn-NY-11223/30735621_zpid/,Condo,1925,"No Garage, Carport, Off Street","Steam, Natural Gas",$729 ,,"$4,746/mo",$0/mo,$758/mo,$490/mo,"-Ps 95 The Gravesend,-Abraham Lincoln High School,","0.8,0.4,"
110,459000,1,1,663,"51-33 Goldsmith St #7C, Elmhurst, NY 11373",https://www.zillow.com/homedetails/51-33-Goldsmith-St-7C-Elmhurst-NY-11373/2073789544_zpid/,Cooperative,1962,0 spaces,No Data,$692 ,,"$1,668/mo",$0/mo,$321/mo,$161/mo,"-Ps 102 Bayview,-Newtown High School,","0.9,0.3,"
111,359000,2,1,880,"2626 Homecrest Ave APT 2W, Brooklyn, NY 11235",https://www.zillow.com/homedetails/2626-Homecrest-Ave-APT-2W-Brooklyn-NY-11235/244997530_zpid/,Condo,No Data,"1 Space, Garage Door Opener",No Data,$408 ,,"$1,305/mo",$0/mo,$194/mo,$126/mo,"-Ps 209 Margaret Mead,-Abraham Lincoln High School,","0.9,0.4,"
112,500000,"Studio,",1,500,"159 W 53rd St APT 20A, New York, NY 10019",https://www.zillow.com/homedetails/159-W-53rd-St-APT-20A-New-York-NY-10019/31512544_zpid/,Cooperative,1968,0 spaces,Forced air,$627 monthly,"$1,000 ","$1,817/mo",$0/mo,$367/mo,$175/mo,"-Ps 111 Adolph S Ochs,-Middle 297,-Nyc Lab High School For Collaborative Studies,","0.6,0.6,0.9,"
113,445000,2,1,NA,"112-20 72nd Dr APT C25, Forest Hills, NY 11375",https://www.zillow.com/homedetails/112-20-72nd-Dr-APT-C25-Forest-Hills-NY-11375/219855109_zpid/,SingleFamily,1956,Covered,Gas,"$1,035 monthly",,"$1,617/mo",$0/mo,$312/mo,$156/mo,"-Ps 196 Grand Central Parkway,-Jhs 157 Stephen A Halsey,-Hillcrest High School,","1.0,0.9,0.4,"
114,549900,3,2,1242,"251 Hurlbert St, Staten Island, NY 10305",https://www.zillow.com/homedetails/251-Hurlbert-St-Staten-Island-NY-10305/32327466_zpid/,Condo,1960,"No Garage, On Street","Forced Air, Natural Gas","4,822 sqft",$489 ,"$1,998/mo",$0/mo,$399/mo,$192/mo,"-Ps 52 John C Thompson,-Is 2 George L Egbert,-New Dorp High School,","0.6,0.4,0.4,"
115,269000,1,1,495,"1095 E 72nd St #9, Brooklyn, NY 11234",https://www.zillow.com/homedetails/1095-E-72nd-St-9-Brooklyn-NY-11234/30779947_zpid/,Cooperative,1989,Street,"Natural Gas, Baseboard, Hot Water",$543 ,,$978/mo,$0/mo,$146/mo,$94/mo,"-Ps 312 Bergen Beach,-Jhs 78 Roy H Mann,-James Madison High School,","0.6,0.5,0.4,"
116,239000,2,1,NA,"87-50 204 #B-36, Hollis, NY 11423",https://www.zillow.com/homedetails/87-50-204-B-36-Hollis-NY-11423/2073798466_zpid/,MultiFamily,1950,0 spaces,"Natural Gas, Steam",$830 monthly,,$933/mo,$0/mo,$167/mo,$84/mo,"-The Bellaire School,-Jean Nuzzi Intermediate School,-Cambria Heights Academy,","0.6,0.5,0.4,"
117,849000,4,2,1980,"164-35 96th St, Howard Beach, NY 11414",https://www.zillow.com/homedetails/164-35-96th-St-Howard-Beach-NY-11414/2073789558_zpid/,Cooperative,1950,"Private, Attached, Driveway",No Data,$429 ,,"$2,895/mo",$0/mo,$594/mo,$297/mo,"-Ps 146 Howard Beach,-John Adams High School,","0.8,0.3,"
118,259000,2,1,1000,"3655 Shore Pkwy APT 3F, Brooklyn, NY 11235",https://www.zillow.com/homedetails/3655-Shore-Pkwy-APT-3F-Brooklyn-NY-11235/2073933811_zpid/,Condo,No Data,"Garage, Wait-List",No Data,$259 ,,$941/mo,$0/mo,$140/mo,$91/mo,"-Ps 52 Sheepshead Bay,-Jhs 14 Shell Bank,-Origins High School,","0.6,0.7,0.3,"
119,1200000,2,2,12150,"136 Beach 117th St APT 601, Rockaway Park, NY 11694",https://www.zillow.com/homedetails/136-Beach-117th-St-APT-601-Rockaway-Park-NY-11694/2073805082_zpid/,Condo,2006,"Built-in, Garage, Assigned","Other, Electric",$671 monthly,"$1,000 ","$4,068/mo",$0/mo,$840/mo,$420/mo,"-Waterside Children S Studio School,-Scholars  Academy,","0.7,0.8,"
120,1200000,2,2,12150,"136 Beach 117th St APT 601, Rockaway Park, NY 11694",https://www.zillow.com/homedetails/136-Beach-117th-St-APT-601-Rockaway-Park-NY-11694/2073805082_zpid/,SingleFamily,2006,"Built-in, Garage, Assigned","Other, Electric",$671 monthly,"$1,000 ","$4,068/mo",$0/mo,$840/mo,$420/mo,"-Waterside Children S Studio School,-Scholars  Academy,","0.7,0.8,"
121,599000,2,1,NA,"11618 111th Ave, Jamaica, NY 11420",https://www.zillow.com/homedetails/11618-111th-Ave-Jamaica-NY-11420/32172082_zpid/,SingleFamily,1925,Shared Driveway,Natural Gas,0.05 Acres,,"$2,037/mo",$0/mo,$419/mo,$210/mo,,
122,699000,3,2,NA,"15911 96th St, Jamaica, NY 11414",https://www.zillow.com/homedetails/15911-96th-St-Jamaica-NY-11414/32217277_zpid/,SingleFamily,1925,"Private, Driveway",No Data,0.07 Acres,,"$2,378/mo",$0/mo,$489/mo,$245/mo,"-Ps 146 Howard Beach,-John Adams High School,","0.8,0.3,"
123,795000,3,2,1368,"2907 167th St, Flushing, NY 11358",https://www.zillow.com/homedetails/2907-167th-St-Flushing-NY-11358/32036177_zpid/,Condo,1940,"Shared Driveway, Detached, Garage, Off Street","Natural Gas, Steam",0.04 Acres,$581 ,"$2,704/mo",$0/mo,$557/mo,$278/mo,"-Ps 32 State Street,-World Journalism Preparatory  A College Board School,","0.7,0.6,"
124,649000,2,1,NA,"14-43 28th Ave #1B, Astoria, NY 11102",https://www.zillow.com/homedetails/14-43-28th-Ave-1B-Astoria-NY-11102/2073805178_zpid/,Cooperative,2006,0 spaces,No Data,,,"$2,207/mo",$0/mo,$454/mo,$227/mo,"-Ps 171 Peter G Van Alst,-Albert Shanker School For Visual And Performing Ar,-William Cullen Bryant High School,","0.2,0.6,0.3,"
125,325000,2,1,1000,"32-22 92nd St #D301, East Elmhurst, NY 11369",https://www.zillow.com/homedetails/32-22-92nd-St-D301-East-Elmhurst-NY-11369/2080384399_zpid/,Condo,1952,On Street,"Oil, Steam",$850 monthly,$325 ,"$1,183/mo",$0/mo,$228/mo,$114/mo,,
126,409000,1,1,171935,"10 Bay Street Lndg APT 2G, Staten Island, NY 10301",https://www.zillow.com/homedetails/10-Bay-Street-Lndg-APT-2G-Staten-Island-NY-10301/217911627_zpid/,SingleFamily,1982,"No Garage, Assigned","Hot Water, Natural Gas",$690 monthly,$440 ,"$1,489/mo",$0/mo,$297/mo,$143/mo,"-Ps 16 John J Driscoll,-Is 61 William A Morris,-Curtis High School,","0.2,0.5,0.3,"
127,1100000,4,3,1884,"45-52 194th St, Flushing, NY 11358",https://www.zillow.com/homedetails/45-52-194th-St-Flushing-NY-11358/2073805302_zpid/,Cooperative,1940,"Private, Attached, Driveway, Garage","Natural Gas, Steam",0.06 Acres,$584 ,"$3,729/mo",$0/mo,$770/mo,$385/mo,"-Ps 107 Thomas A Dooley,-World Journalism Preparatory  A College Board School,","0.8,0.6,"
128,599000,3,2,NA,"61-45 98th St #9E, Rego Park, NY 11374",https://www.zillow.com/homedetails/61-45-98th-St-9E-Rego-Park-NY-11374/114411796_zpid/,SingleFamily,1960,0 spaces,Natural Gas,"$1,395 monthly",,"$2,037/mo",$0/mo,$419/mo,$210/mo,"-Ps 206 The Horace Harding School,-Jhs 157 Stephen A Halsey,-Forest Hills High School,","0.6,0.9,0.5,"
129,729000,3,2,1408,"1218 E 59th St, Brooklyn, NY 11234",https://www.zillow.com/homedetails/1218-E-59th-St-Brooklyn-NY-11234/30763604_zpid/,Condo,1925,"Private Drive, Detached Garage","Natural Gas, Hot Water","2,000 sqft",$518 ,"$2,480/mo",$0/mo,$395/mo,$255/mo,"-Ps 203 Floyd Bennett,-Jhs 78 Roy H Mann,-James Madison High School,","0.4,0.5,0.4,"
130,1098000,3,3,2516,"23946 Oak Park Dr, Douglaston, NY 11362",https://www.zillow.com/homedetails/23946-Oak-Park-Dr-Douglaston-NY-11362/2138710672_zpid/,SingleFamily,1996,"Garage - Attached, Off-street, Covered","Forced air, Gas",$177 monthly,,,,,,"-Ps 221 The North Hills School,-Jhs 67 Louis Pasteur,-Benjamin N Cardozo High School,","0.9,0.9,0.5,"
131,1449000,3,2,1188,"550 E 4th St, Brooklyn, NY 11218",https://www.zillow.com/homedetails/550-E-4th-St-Brooklyn-NY-11218/30674457_zpid/,MultiFamily,1915,0 spaces,No Data,"1,716 sqft","$1,220 ","$4,912/mo",$0/mo,$785/mo,$507/mo,"-Ps 179 Kensington,-Jhs 62 Ditmas,-Franklin Delano Roosevelt High School,","0.6,0.7,0.3,"
132,1550000,8,3,4108,"648 New York Ave, Brooklyn, NY 11203",https://www.zillow.com/homedetails/648-New-York-Ave-Brooklyn-NY-11203/30657487_zpid/,Condo,1989,On-street,No Data,$377 ,,"$5,255/mo",$0/mo,$840/mo,$543/mo,"-Ps 397 Foster Laurie,-Ms 2,-High School for Public Service-Heroes of Tomorrow,","0.8,0.7,0.5,"
133,1145000,"Studio,",1,896,"2728 Thomson Ave UNIT 431, Long Island City, NY 11101",https://www.zillow.com/homedetails/2728-Thomson-Ave-UNIT-431-Long-Island-City-NY-11101/83053539_zpid/,Apartment,1920,0 spaces,Forced air,$663 monthly,"$1,278 ","$3,882/mo",$0/mo,$802/mo,$401/mo,"-P.S. 78,-Long Island City High School,","0.9,0.3,"
